Point Name,Code,Northing (Y),Easting (X),Elevation (Z)
I33,IFARM,2781572.729,486316.166,102.388
I34,IFARM,2781570.531,486316.458,102.343
I35,IBOUNDARY,2781602.786,486360.861,104.607
I36,IBOUNDARY,2781591.725,486352.803,104.174
I37,IBOUNDARY,2781580.939,486345.016,103.765
I38,IBOUNDARY,2781575.055,486344.708,105.315
I39,IBOUNDARY,2781565.914,486344.627,105.312
I40,IBOUNDARY,2781561.613,486345.069,105.658
I41,IBOUNDARY,2781549.531,486346.587,104.153
I42,IBOUNDARY,2781540.513,486347.658,104.442
I43,IBOUNDARY,2781532.04,486348.658,105.472
I44,IBOUNDBUILD,2781600.78,486331.574,102.569
I45,IBOUNDBUILD,2781599.411,486335.15,102.583
I46,IBOUNDBUILD,2781637.752,486348.166,102.687
I47,IPOLE,2781600.476,486334.405,105.534
I48,IPOLE,2781595.459,486329.954,105.098
I49,IPOLE,2781643.292,486351.367,106.19
I50,ITREE,2781588.786,486347.814,104.2
I51,ITREE,2781583.361,486345.16,103.978
I52,ITREE,2781569.583,486343.7,103.747
I53,ITREE,2781559.343,486344.501,105.608
I54,ITREE,2781546.39,486345.747,104.107
I55,ITREE,2781566.184,486329.095,103.087
I56,ITREE,2781537.169,486348.065,105.456
I57,ITREE,2781549.68,486321.228,104.489
I58,ITREE,2781536.107,486324.352,104.747
I59,ITREE,2781552.668,486268.63,108.629
I60,ITREE,2781542.644,486274.913,111.08
I61,ITREE,2781561.466,486257.331,104.55
I62,ITREE,2781559.488,486257.296,101.364
I63,ITREE,2781583.589,486284.802,104.38
I64,ITREE,2781559.304,486318.867,102.782
D,CP,2781933.116,486274.102,97.787
E,CP,2781890.1,486286.031,99.098
B1,BUILD1,2781907.761,486290.506,99.482
B2,BUILD1,2781911.765,486298.918,99.456
B3,BUILD1,2781902.841,486292.747,99.519
B4,BUILD2,2781917.849,486293.257,99.534
B5,BUILD2,2781929.259,486291.141,100.428
B6,BUILD2,2781931.977,486289.78,99.545
B7,BUILD2,2781935.537,486296.855,99.523
PARK1,PAR1,2781927.719,486273.158,98.114
PARK2,PAR1,2781927.305,486275.087,98.238
PARK3,PAR1,2781925.758,486276.223,98.417
PARK4,PAR1,2781919.37,486275.482,98.565
PARK5,PAR1,2781917.899,486281.441,98.595
PARK6,PAR1,2781927.35,486283.677,98.436
PARK7,PAR1,2781930.63,486284.36,98.35
DROAD1,DROAD,2781932.658,486286.402,98.447
DROAD2,DROAD,2781928.926,486286.853,98.504
DROAD3,DROAD,2781924.248,486284.318,98.531
DROAD4,DROAD,2781919.109,486284.541,98.669
DROAD5,DROAD,2781916.304,486282.443,98.76
DROAD6,DROAD,2781917.012,486279.279,98.739
DROAD7,DROAD,2781917.858,486275.71,98.721
DROAD8,DROAD,2781918.686,486273.422,98.546
DROAD9,DROAD,2781919.525,486269.711,98.514
DROAD10,DROAD,2781917.722,486270.418,98.497
DROAD11,DROAD,2781916.589,486275.445,98.713
DROAD12,DROAD,2781914.984,486282.026,98.767
DROAD13,DROAD,2781913.79,486281.887,98.776
DROAD14,DROAD,2781908.767,486280.726,98.851
DROAD15,DROAD,2781905,486281.4,98.919
DROAD16,DROAD,2781910.105,486282.539,98.839
DSHED1,DSHED,2781922.486,486274.574,98.299
DSHED2,DSHED,2781924.739,486273.795,98.218
DSHED3,DSHED,2781920.625,486273.062,98.367
DSHED4,DSHED,2781921.112,486270.652,98.365
DSHED5,DSHED,2781925.259,486271.457,98.215
DSHED6,DSHED,2781923.475,486269.844,98.295
DMESS1,DMESS,2781915.9,486266.785,98.587
DMESS2,DMESS,2781912.602,486268.465,98.613
DMESS3,DMESS,2781915.315,486273.793,98.497
DMESS4,DMESS,2781909.892,486276.589,98.677
DMESS5,DMESS,2781908.974,486280.17,98.728
DT1,TREE,2781895.752,486292.026,98.425
DT2,TREE,2781936.717,486269.082,97.774
DT3,TREE,2781931.955,486267.047,97.225
DT4,TREE,2781940.989,486260.103,93.377
DT5,TREE,2781937.99,486254.921,92.266
DT6,TREE,2781934.415,486264.284,95.041
DT7,TREE,2781916.147,486262.713,100.643
DT8,TREE,2781937.427,486311.764,102.082
BO1,BOARD,2781915.291,486285.025,98.524
BO2,BOARD,2781914.877,486286.891,98.564
BO3,BOARD,2781914.879,486284.857,98.532
J,CP,2781594.856,486258.729,100.565
K,CP,2781682.542,486296.744,96.552
I,CP,2781570.587,486328.531,101.606
P001,JGAUSHALA,2781594.146,486271.385,102.111
P002,JGAUSHALA,2781592.306,486276.25,102.393
P003,JGAUSHALA,2781605.316,486275.551,105.4
P004,JGAUSHALAFENCE,2781591.106,486278.949,100.685
P005,JGAUSHALAFENCE,2781590.276,486281.118,100.41
P006,JGAUSHALAFENCE,2781587.103,486289.674,100.382
P007,JGAUSHALAFENCE,2781583.952,486298.242,102.204
P008,JFENCE,2781589.267,486272.17,102.034
P009,JFENCE,2781592.387,486263.876,102.003
P010,JFENCE,2781596.446,486252.607,102.027
P011,JFENCE,2781602.922,486237.284,100.358
P012,ROAD,2781602.791,486237.7,100.372
P013,ROAD,2781604.326,486241.798,100.393
P014,ROAD,2781598.764,486249.025,100.473
P015,ROAD,2781601.256,486250.457,100.477
P016,ROAD,2781599.432,486255.597,100.515
P017,ROAD,2781595.257,486265.169,100.697
P018,ROAD,2781595.234,486265.026,100.665
P019,ROAD,2781590.905,486269.5,100.703
P020,ROAD,2781592.768,486273.511,100.664
P021,ROAD,2781589.078,486282.739,100.784
P022,TREE,2781600.315,486261.895,101.621
P023,TREE,2781605.404,486245.435,101.787
P024,TREE,2781611.947,486259.945,102.751
P025,BOUND,2781609.514,486225.518,100.954
P026,BOUND,2781586.849,486222.274,100.581
P027,TREE,2781615.393,486274.66,100.842
L,CP,2781746.08,486251.584,97.082
B,CP,2781842.598,486176.469,96.476
A,CP,2781778.831,486211.503,95.875
B1,BBUILD3,2781839.635,486200.172,99.943
B2,BBUILD3,2781846.047,486206.874,99.945
B3,BBUILD3,2781834.028,486202.078,99.847
B4,BBUILD3,2781835.582,486203.906,99.929
B5,BBUILD2,2781825.438,486222.055,103.788
B6,BBUILD,2781825.217,486186.831,99.019
B7,BBUILD,2781833.705,486181.059,98.968
B8,BBUILD,2781840.261,486175.065,98.869
B9,BBUILD,2781834.055,486168.268,99.032
B10,BBUILD4,2781833.883,486166.31,98.91
B11,BBUILD4,2781840.278,486173.351,98.942
B12,BBUILD4,2781846.855,486167.439,98.984
B13,BBUILD,2781831.692,486180.833,98.967
B14,BBUILD5,2781848.6,486167.414,98.936
B15,BBUILD5,2781855.068,486161.384,98.914
B16,BPATHWAY,2781838.272,486174.015,96.618
B17,BPATHWAY,2781840.228,486172.214,96.61
B18,BPATHWAY,2781840.29,486172.284,96.607
B19,BPATHWAY,2781845.778,486167.284,96.589
B20,BPATHWAY,2781847.732,486165.492,96.587
B21,BPATHWAY,2781848.588,486166.443,96.564
B22,BPATHWAY,2781851.157,486164.09,96.564
B23,BPATHWAY,2781855.209,486160,96.547
B24,BPATHWAY,2781856.458,486161.347,96.515
B25,BPATHWAY,2781852.799,486164.622,96.518
B26,BPATHWAY,2781848.879,486168.232,96.53
B27,BPATHWAY,2781850.315,486169.876,96.491
B28,BPATHWAY,2781849.669,486170.376,96.496
B29,BPATHWAY,2781848.241,486168.804,96.534
B30,BPATHWAY,2781843.535,486173.016,96.521
B31,BPATHWAY,2781838.468,486177.496,96.549
B32,BPATHWAY,2781833.878,486181.67,96.565
B33,BPATHWAY,2781833.215,486182.185,96.567
B34,BPATHWAY,2781834.768,486183.832,96.52
B35,BPATHWAY,2781835.605,486183.346,96.507
B36,BPATHWAY,2781825.914,486188.734,96.591
B37,BPATHWAY,2781824.07,486186.724,96.661
B38,BPATHWAY,2781825.305,486185.804,96.621
B39,BPATHWAY,2781829.709,486181.728,96.618
B40,BPATHWAY,2781833.802,486180.072,96.603
B41,BPATHWAY,2781839.179,486175.107,96.582
B42,BBOUND,2781858.773,486159.078,96.352
B43,BBOUND,2781857.247,486157.469,96.337
B44,BBOUND,2781829.742,486164.32,96.347
B45,BBOUND,2781831.595,486162.596,96.334
B46,BBOUND,2781830.413,486200.216,95.976
B47,BBOUND,2781833.972,486197.124,95.887
B48,BROAD FDGE,2781836.018,486197.505,95.824
B49,BROAD EDGE,2781839.293,486200.205,95.802
B50,BROAD EDGE,2781840.524,486201.776,95.842
B51,BROAD EDGE,2781844.246,486205.957,96.004
B52,BROAD EDGE,2781849.425,486212.359,96.484
B53,BROAD EDGE,2781851.987,486222.842,97.339
B54,BROAD EDGE,2781852.973,486228.676,97.581
B55,BROAD EDGE,2781847.544,486231.569,98.112
B56,BROAD EDGE,2781846.813,486226.872,97.946
B57,BROAD EDGE,2781863.292,486225.356,96.596
B58,BROAD EDGE,2781886.481,486230.048,95.112
B59,BROAD EDGE,2781881.915,486223.601,95.653
B60,BROAD EDGE,2781861.193,486220.407,96.594
B61,BROAD EDGE,2781858.052,486216.754,96.863
B62,BROAD EDGE,2781853.845,486209.8,96.366
B63,BROAD EDGE,2781848.997,486203.468,95.933
B64,BROAD EDGE,2781843.75,486197.247,95.738
B65,BROAD EDGE,2781833.513,486186.792,95.835
B66,BTREE,2781862.717,486212.019,95.976
B67,BTREE,2781862.822,486210.255,96.049
B68,BTREE,2781868.027,486212.976,95.793
B69,BTREE,2781879.211,486221.748,96.748
B70,BTREE,2781889.475,486225.072,95.762
B71,BTREE,2781905.32,486240.591,95.026
B72,BTREE,2781894.344,486226.841,95.605
B73,BTREE,2781899.419,486228.164,95.451
B74,BTREE,2781906.589,486230.592,94.071
B75,BTREE,2781902.899,486226.444,94.939
B76,BTREE,2781925.495,486236.948,93.02
B77,BTREE,2781886.01,486176.024,98.408
B78,BTREE,2781915.484,486201.129,96.129
B79,BTREE,2781873.028,486165.337,94.532
B80,BSTAIRS,2781852.787,486173.267,94.693
B81,BSTAIRS,2781850.543,486171.126,96.341
C,CP,2781941.073,486248.62,90.16
D,CP,2781933.116,486274.104,97.787
C1,CTREE,2781945.475,486251.468,90.671
C2,CTREE,2781952.183,486253.859,90.454
C3,CTREE,2781964.642,486258.945,89.85
C4,CTREE,2781959.018,486256.156,90.264
C5,CTREE,2781966.601,486258.467,90.21
C6,CTREE,2781980.23,486263.066,89.92
C7,CTREE,2781934.851,486247.59,91.816
C8,CTREE,2781928.206,486245.755,92.507
C9,CTREE,2781922.121,486243.347,93.457
C10,CTREE,2781919.303,486242.407,93.723
C11,CTREE,2781912.765,486240.304,94.193
C12,CTREE,2781937.427,486241.358,93.004
C13,CTREE,2781931.414,486239.129,93.524
C14,CTREE,2781926.039,486237.113,93.649
C15,CTREE,2781961.419,486249.611,90.472
C16,CTREE,2781968.705,486251.862,90.215
C17,CTREE,2781975.629,486254.203,89.833
C18,CTREE,2782000.87,486262.465,88.998
C19,CGATE,2781944.114,486242.702,91.323
C20,CGATE,2781947.308,486243.805,91.26
C21,CPOLE,2781943.33,486243.103,91.302
C22,CPOLE,2781920.326,486230.005,94.065
C23,CPOLE,2781929.011,486206.679,95.405
C24,CROADEDGE,2781946.942,486245.407,89.788
C25,CROADEDGE,2781946.983,486243.687,89.747
C26,CROADEDGE,2781946.569,486244.876,89.827
C27,CROADEDGE,2781949.385,486246.192,89.61
C28,CROADEDGE,2781951.723,486246.987,89.455
C29,CROADEDGE,2781957.671,486249.03,88.973
C30,CROADEDGE,2781963.766,486251.109,88.538
C31,CROADEDGE,2781974.414,486254.708,88.088
C32,CROADEDGE,2781982.159,486257.331,87.892
C33,CROADEDGE,2781989.71,486259.869,87.728
C34,CROADEDGE,2782000.51,486263.438,87.747
C35,CROADEDGE,2782009.162,486266.334,87.852
C36,CROADEDGE,2782020.079,486270.885,87.942
C37,CROADEDGE,2782043.539,486278.388,87.597
C38,CROADEDGE,2782042.866,486278.609,87.619
C39,CROADEDGE,2782040.448,486278.445,87.59
C40,CROADEDGE,2782040.023,486279.566,87.58
C41,CROADEDGE,2782035.45,486279.841,87.64
C42,CROADEDGE,2781977.08,486261.222,87.915
C43,CROADEDGE,2781970.418,486258.976,88.162
C44,CROADEDGE,2781959.963,486255.48,88.713
C45,CROADEDGE,2781945.655,486250.654,89.726
C46,CROADEDGE,2781948.495,486251.618,89.524
C47,CROADEDGE,2781953.901,486253.41,89.147
C48,CROADEDGE,2781937.206,486247.752,90.475
C49,CROADEDGE,2781925.374,486243.749,91.65
C50,CROADEDGE,2781943.881,486244.147,90.388
C51,CROADEDGE,2781939.787,486242.903,90.608
C52,CROADEDGE,2781943.851,486244.151,90.043
C53,CROADEDGE,2781940.773,486243.24,90.367
C54,CROADEDGE,2781938.416,486242.448,90.593
C55,CROADEDGE,2781936.405,486241.771,90.835
C56,CROADEDGE,2781934.101,486240.97,91.109
C57,CROADEDGE,2781931.282,486240.003,91.343
C58,CROADEDGE,2781928.596,486239.085,91.524
C59,CROADEDGE,2781925.333,486237.998,91.743
C60,CROADEDGE,2781924.584,486237.739,91.795
C61,CROADEDGE,2781919.327,486234.404,92.238
C62,CROADEDGE,2781918.558,486235.374,92.352
C63,CROADEDGE,2781917.031,486235.125,92.553
C64,CROADEDGE,2781901.454,486229.864,93.799
C65,CROADEDGE,2781896.251,486228.12,94.214
C66,CROADEDGE,2781888.947,486225.685,94.95
C67,CROADEDGE,2781882.585,486223.685,95.611
C68,CSIGNBOARD,2781918.49,486233.383,93.884
C69,CSIGNBOARD,2781919.327,486232.533,93.499
C70,CHOSP,2781935.064,486187.536,95.251
C71,CHOSP,2781940.422,486189.43,95.865
C72,CHOSP,2781944.832,486197.77,96.661
C73,CHOSP,2781947.117,486202.685,96.636
C74,CHOSP2,2781963.715,486214.063,96.603
C75,CHOSP2,2781966.831,486212.601,96.601
C76,CHOSPLIFT,2781955.539,486210.75,94.296
C77,CRIGBUILD,2782024.926,486234.983,97.785
C78,CRIGBUILD,2782024.669,486235.698,97.788
C79,CRIGBUILD,2782024.77,486235.836,96.861
C80,CRIGBUILD,2782024.692,486236.219,96.819
C81,CRIGBUILD,2782024.702,486236.539,96.816
C82,CRIGBUILD,2782024.828,486236.982,96.82
C83,CRIGBUILD,2782025.129,486237.405,96.796
C84,CRIGBUILD,2782025.288,486237.533,96.788
C85,CRIGBUILD,2782025.617,486237.703,96.76
C86,CRIGBUILD,2782025.978,486237.797,96.781
C87,CRIGBUILD,2782030.497,486236.651,97.643
C88,CRIGBUILD,2782031.134,486238.033,97.18
C89,CRIGBUILD,2782027.416,486236.758,97.793
C90,CRIGBUILD,2782027.83,486235.622,97.787
C91,CRIGBUILD,2782029.876,486235.316,98.069
